customer_id,interaction,uid,city,state,country,zip,lat,lng,population,area,job,children,age,income,marital,gender,churn,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,contract,port_modem,tablet,internet_service,phone,multiple,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,day_time,year,bandwidth_gb_year
S681809,246a944c-496b-4a10-b3a3-f1740451893e,c4ac7d97d8e688d9a453186587b75690,West Branch,OR,Ogemaw,37186,43.72735,-74.30538,9353,Urban,Magazine features editor,1,62,38157.4,Separated,Male,No,10.46838,5,3,2,No,Two Year,Yes,No,Fiber Optic,No,Yes,No,Yes,No,Yes,No,No,Yes,Mailed Check,59.16267,267.6647,Evening,2021,6429
A825502,fb83c57e-4ee3-4280-901e-5cbfab1dde45,b8cf25e40f2405a611097fe53361b24e,West Branch,OR,Ogemaw,48654,43.94335,-91.84355,2068,Urban,"Conservation officer, nature",6,29,82983.69,Divorced,Female,No,10.97278,10,0,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,No,No,Bank Transfer(automatic),60.99965,217.4725,Evening,2022,6941
P899811,a83a96fd-ae28-4b26-88b3-d5e22d524f5b,307aba055c9241666e852ce302ffe5b5,Yamhill,CA,Prince of Wales-Hyder,49683,43.18417,-112.7684,2114,Rural,Colour technologist,5,49,47512.7,Married,Male,No,10.18517,14,0,0,Yes,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Electronic Check,58.70772,139.9349,Afternoon,2021,6850
S689844,e0e01d8d-04f3-4146-8355-ec5affc0752b,ea17219b4ca4c124202ea610a1f58f35,West Branch,CA,San Diego,95993,33.91706,-86.23811,36962,Rural,Warehouse manager,0,23,68699.53,Widowed,Male,No,12.81747,6,0,0,No,One year,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,No,No,Yes,Mailed Check,63.18965,149.9621,Afternoon,2021,6972
K516166,31ca4c82-6854-4b86-8e28-7fcfb211abf4,f5127bd7f9ee9b40dba8d12be0052539,Needville,MI,Fort Bend,93424,31.82637,-93.02461,776,Suburban,Naval architect,2,66,107207.5,Married,Female,Yes,12.18807,15,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,59.6293,187.656,Morning,2022,6518
K986985,6b57e25d-ab76-44aa-88a5-c1c2c20e6564,0c12ed8643475e38019df2a46ecc8a4a,Needville,OR,Prince of Wales-Hyder,4863,39.47351,-95.23196,1081,Urban,Media buyer,2,68,146590.9,Never Married,Female,No,12.78761,16,1,1,No,One year,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,No,Electronic Check,63.86146,167.4564,Evening,2022,6788
Z968343,f303db97-78ea-4fb3-9c5f-411f5cde4d7b,4f3dd0f2992819e73782f6bb95ab4634,West Branch,OR,San Diego,38826,47.40863,-93.90402,4941,Suburban,Market researcher,0,89,24220.94,Separated,Male,Yes,11.50669,8,4,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Credit Card (automatic),64.33856,172.4848,Morning,2021,6352
C621959,dc2400e5-cbbe-48b5-a985-36768398b869,572df9b6ee886de6b0952c92e784b83a,West Branch,MI,Ogemaw,21158,41.2105,-85.69774,20929,Suburban,"Optician, dispensing",0,79,56271.7,Never Married,Female,No,4.19326,10,0,0,No,Two Year,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),64.94288,139.9568,Morning,2021,6297
D840710,9135d0c9-b816-40b5-b08a-78845b01763e,b5d88ca0c5978456ddbab1bb73a20ece,West Branch,CA,Prince of Wales-Hyder,49322,44.27155,-101.1956,1480,Urban,Commercial art gallery manager,0,29,37399.88,Separated,Female,Yes,9.040573,10,0,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,58.73457,129.9483,Evening,2022,6323
A263401,4e156f91-25bc-40a6-85b8-bdfdfe858a30,a518b75c113ec271f13d8cc903be9bd0,West Branch,TX,San Diego,50701,26.80467,-80.62356,31102,Suburban,"Engineer, control and instrumentation",0,77,54548.92,Never Married,Male,Yes,9.987264,7,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Mailed Check,60.87582,210.127,Morning,2022,6666
X440051,10ca6b20-0248-4b26-8e8b-55afc3eb9916,69218266550dd435e7b802113f65bc65,Yamhill,MI,Prince of Wales-Hyder,63851,41.6548,-86.25879,3818,Suburban,"Buyer, industrial",4,61,43769.04,Widowed,Female,No,9.77871,10,0,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Credit Card (automatic),62.83882,204.9496,Morning,2021,6292
I331050,ff1ea1b0-8798-4f11-a34b-6078e663f737,e0090e87bf3e69081161e2eb2eda22c2,Del Mar,CA,San Diego,97137,40.47511,-79.95285,1380,Urban,Newspaper journalist,2,65,8103.04,Divorced,Male,Yes,13.58853,12,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Credit Card (automatic),61.93975,172.4624,Evening,2021,6778
L129384,e9f583c0-0700-44b6-aed9-eb2953c18a78,15f7c128720fb65e14fc5310ec97d996,West Branch,MI,Prince of Wales-Hyder,43064,44.32503,-88.62775,14243,Suburban,Research scientist (life sciences),0,51,29567.14,Married,Male,Yes,9.93934,14,0,0,Yes,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Bank Transfer(automatic),58.96403,172.4567,Morning,2022,6538
S70483,90b2dfad-71a3-4501-9ce1-591bcfcba2ef,914dd6793a70cf4f5ca3d64a7b2df66f,West Branch,OR,Ogemaw,23120,36.05359,-95.80494,10025,Rural,"Designer, jewellery",1,66,15801.36,Never Married,Male,No,9.285369,15,1,0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Mailed Check,60.18695,139.9512,Afternoon,2022,6857
G454055,2473ea73-b742-4a36-bdda-37e4e30e50e7,b306f6064fee577d38de0b1fd6fcea7e,Point Baker,TX,San Diego,50074,39.73761,-86.09695,422,Suburban,"Administrator, arts",0,23,38821.95,Never Married,Male,No,10.41941,9,2,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Yes,Electronic Check,64.36371,134.9509,Morning,2021,6335
C426956,b6d859c7-9d9e-4dd7-aa4f-c1099c4d3150,223abb72feba51e1e31f4d4ceea8d733,Needville,OR,Yamhill,28364,45.55988,-96.56527,15183,Suburban,Chief Technology Officer,0,36,35713.37,Widowed,Female,Yes,13.80786,11,2,1,No,One year,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Mailed Check,56.19138,184.9496,Morning,2021,6732
X470641,fee7d208-48de-43cf-8f39-a84fbe76ba81,90b8f436b0d9f503006d8540a9a84b50,Yamhill,TX,Prince of Wales-Hyder,55347,34.30309,-90.43193,30390,Suburban,Pathologist,2,40,66923.76,Widowed,Male,Yes,13.47098,13,1,2,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Mailed Check,61.98982,194.9699,Morning,2022,6417
P720183,91953a13-be27-4dd0-82ad-f20b10d3cde0,5679ce965a3358d33695b2a2e487641b,Point Baker,MI,Fort Bend,65239,33.74478,-84.37513,1375,Rural,Tax adviser,4,54,32410.95,Divorced,Male,No,11.66727,8,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,No,No,Bank Transfer(automatic),60.36923,220.1323,Afternoon,2022,6976
Z264704,6b440ebf-99e8-4728-aa51-05ee0e194638,462aa5ce1ecaaa99b954ec74919fb4dc,Point Baker,TX,Fort Bend,98605,40.82019,-80.01925,1099,Rural,Agricultural consultant,1,66,16885.35,Divorced,Female,Yes,11.46614,9,2,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Electronic Check,63.24314,137.4684,Afternoon,2022,6574
U819149,2b81854b-382b-45d7-934e-9fe9c5a89ad2,90f044c024353809b875f2a040ef157c,Needville,MI,San Diego,90040,30.15874,-91.78739,12645,Rural,Risk analyst,4,47,8244.17,Widowed,Female,No,2.482674,9,1,0,No,One year,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,No,Electronic Check,61.77813,120.0035,Afternoon,2021,6945
I890523,42b5c445-b016-4881-ac72-9a0f8a93b914,6dd46f4cd376ba1afbdd765470ec134c,Yamhill,AK,Prince of Wales-Hyder,38879,44.51317,-98.00368,661,Rural,"Psychologist, counselling",2,28,16984.19,Never Married,Female,No,10.22821,11,1,0,No,Two Year,No,No,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,Mailed Check,57.89422,139.983,Afternoon,2022,6589
D929506,3a84d651-5130-4603-bbbb-650e3e1afb48,e3bdeee9afd007f62b72efaa44e125c2,West Branch,AK,Fort Bend,8241,37.42868,-121.9434,1153,Suburban,Theatre stage manager,8,58,8091.47,Never Married,Male,Yes,12.96581,13,1,0,No,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Electronic Check,61.91633,94.97283,Morning,2021,6055
Z22587,24fa9c85-c98b-4185-b0d8-8c317c6e2cc9,e1215a63e31a1bc252c51d47520ed99c,Needville,OR,Fort Bend,76523,40.75342,-93.31808,0,Urban,"Engineer, land",2,25,27034.63,Widowed,Female,Yes,7.881495,9,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Mailed Check,59.46448,94.97283,Evening,2021,6784
W332546,bed90c55-f0cc-4681-b684-70515c5e9d2d,957cfc9bed8e515584cf23b937b1eab4,Needville,CA,San Diego,15956,44.94966,-69.25694,2423,Rural,Museum/gallery curator,1,56,63774.11,Married,Female,No,10.0948,15,3,0,Yes,One year,No,No,DSL,Yes,Yes,No,No,Yes,No,No,Yes,No,Electronic Check,55.28921,187.6094,Afternoon,2021,6546
G302426,beb67d39-fcc6-42ad-831e-597fe379a227,9e7ee55ff493d89722944488fbf84eeb,Yamhill,TX,Fort Bend,33572,30.40606,-87.29175,18998,Suburban,Restaurant manager,3,50,6754.71,Widowed,Male,No,8.381855,16,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Electronic Check,65.33504,105.011,Morning,2021,6692
V315176,6b6ae769-af9e-48df-bb2a-8f01dfc5bebc,1dc41eb4738536049597ad8f3b96b92e,Yamhill,AK,San Diego,77064,70.64066,-159.9304,49790,Urban,International aid/development worker,2,39,31680.79,Married,Male,No,11.12098,12,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Electronic Check,63.05008,139.9568,Evening,2021,6302
L552248,4f7c5e25-18c8-4649-b424-55012e7e1d6a,b4a72f75930b87d9c9468c6c85dd96ad,Needville,AK,Yamhill,47965,39.23206,-93.04875,609,Rural,"Teacher, secondary school",5,86,23896.88,Divorced,Female,Yes,12.94323,10,1,1,No,Month-to-month,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Yes,Bank Transfer(automatic),61.02337,142.4689,Afternoon,2022,6357
Z56850,50d34955-5dac-4207-bbf7-31e578c89ee3,c3631d86e0aac1745aa0f8a8df90d922,Del Mar,TX,Fort Bend,26142,38.66652,-77.42484,2387,Rural,Public relations account executive,0,80,27678.71,Widowed,Female,No,7.18515,15,2,1,No,One year,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,No,Yes,Electronic Check,65.74132,127.475,Afternoon,2022,6213
R299073,1789bd68-3077-4a5b-904e-cc22b830a667,2f628883e9708ba2c45a4d5c201f0c2e,Needville,MI,Ogemaw,69023,26.56799,-82.01544,293,Urban,"Psychotherapist, child",1,26,23084.24,Never Married,Male,Yes,9.693526,12,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Mailed Check,65.28334,114.9728,Evening,2021,6242
A899075,cfefeabe-9fc3-438f-9ebe-dc79c05ff904,1dc1d56a0cff2673f873bf11b5929ddc,Del Mar,CA,Fort Bend,52639,40.7829,-77.17549,2067,Rural,Management consultant,3,23,68000.49,Never Married,Female,Yes,16.024,12,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),57.94445,232.6707,Afternoon,2021,6685
V559269,9125bbf5-64a9-4283-b1a8-b06e38bbbff5,ad8f0b1d5a90ec630503a97230689d78,Del Mar,MI,Ogemaw,45813,39.58137,-89.9399,3616,Rural,Civil Service fast streamer,3,36,52892.85,Married,Female,No,13.13305,7,0,1,Yes,Two Year,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Mailed Check,58.51393,252.6378,Afternoon,2021,6311
M458617,c99db8d7-8241-4609-9c10-6d316b10a581,be4d6f5e1752c69c9e96b9c715d8f1e3,Yamhill,CA,Fort Bend,97124,44.34026,-123.3605,54101,Suburban,Best boy,4,43,34617.96,Separated,Female,Yes,11.52532,14,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,No,Bank Transfer(automatic),62.19865,127.4586,Morning,2022,6972
O409629,2b634f9b-52d0-4e03-b302-c16d577429ba,226915c7c3f213c1402cfe2a76ec2f0f,West Branch,AK,Fort Bend,10505,38.58746,-77.69398,925,Urban,Associate Professor,2,74,52019.5,Divorced,Male,Yes,7.511184,11,1,0,No,One year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,63.43732,195.0062,Evening,2022,6580
L386634,1bd8a4c4-a089-4c1f-90c0-5c67f1d7bed8,342ce0600b1bb5cf6f0c1c701eb49f74,West Branch,AK,San Diego,54304,42.63776,-82.57958,27613,Rural,Civil Service fast streamer,4,58,33690.02,Married,Female,No,11.61319,7,0,0,No,Two Year,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No,No,Bank Transfer(automatic),59.29981,240.1149,Afternoon,2022,6538
W708909,7df0d23c-4290-4e60-abfd-15de9d2018d1,9276780b14c0a16b7a8555463787057d,Point Baker,OR,San Diego,73010,40.55778,-87.88532,19735,Urban,Administrator,4,77,33311,Widowed,Female,Yes,3.786724,10,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Mailed Check,64.99919,139.9678,Evening,2021,6683
V499414,db885f20-0efc-4471-bb46-d2abd5afdefc,44552807861713f0e40d66a4f00df8a3,West Branch,MI,Ogemaw,29666,35.18591,-99.24866,6610,Rural,Heritage manager,0,51,5871.1,Separated,Male,No,4.141424,11,0,1,Yes,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Mailed Check,64.16494,127.475,Afternoon,2021,6657
R918917,889a7a02-1d28-4a0c-9fd8-2630e181071c,98e713fa3fc1b5bae7269b1bd80af33b,Yamhill,OR,Prince of Wales-Hyder,16870,29.11262,-97.75698,7302,Rural,Energy engineer,0,73,32631.96,Divorced,Female,Yes,9.687778,13,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Mailed Check,61.84801,184.9647,Afternoon,2021,6046
H185700,f1d66a27-beca-4079-85a8-de3a64345ff6,d82ca2873109858bc6eb3b14f34fef5f,Yamhill,MI,Yamhill,64070,32.7398,-117.2437,3443,Rural,"Conservation officer, historic buildings",0,50,45042.86,Married,Male,Yes,10.6054,13,1,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Mailed Check,60.14219,165.0182,Afternoon,2021,6503
Z830387,bae5fe0d-9ee8-4d82-be2c-7bb7fe9bc336,c6eab25cefbc72ec4c95942ddcb2dbd1,Yamhill,CA,Yamhill,43046,33.90855,-90.75661,3812,Rural,Equities trader,2,70,61779.92,Separated,Male,Yes,11.40578,11,2,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Mailed Check,61.079,240.1149,Afternoon,2021,6678
N602492,f5a304c6-4d33-43c3-aea9-b9297de0f557,74e20c36bb699975842770084478eedd,Point Baker,AK,San Diego,8049,39.9731,-82.96898,5491,Rural,Musician,0,74,30439.25,Married,Female,No,10.41218,10,0,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,No,No,No,No,Mailed Check,59.01705,129.9621,Afternoon,2021,6659
D820703,f3c1d74f-c846-4eb8-82c1-19f039a15a04,1c5259328fd7cb8021357272b85a4925,Point Baker,MI,San Diego,67492,32.27507,-99.52899,250,Urban,Fitness centre manager,0,60,15659.82,Divorced,Male,No,6.060003,11,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Mailed Check,62.03561,172.4441,Evening,2021,6917
J450763,1f5473c6-f514-420c-89f8-ba345ce6a69f,4c20a9aec3ac75d0892d9046018544a2,West Branch,CA,Prince of Wales-Hyder,20121,31.18888,-95.25573,30097,Rural,Professor Emeritus,2,48,26005.47,Separated,Male,No,7.680029,13,0,2,No,Two Year,Yes,No,Fiber Optic,No,No,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),65.4426,147.4601,Afternoon,2022,6371
W635086,5c8e729a-6b55-4845-9a22-cb85422f3f84,77ba7eb5b7085e20ad5eabc7f4684606,Point Baker,MI,Ogemaw,50651,33.53232,-85.2632,3685,Suburban,Horticultural therapist,0,62,6093.26,Never Married,Nonbinary,Yes,9.018622,12,2,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Credit Card (automatic),67.04659,112.4844,Morning,2022,6330
B465001,1626d6fb-96a1-433c-867d-8fb7eded114d,a032473163063fe72e4c6f71f255c67c,Needville,OR,Ogemaw,11978,40.69196,-74.46494,3058,Urban,Police officer,4,67,18056.75,Widowed,Male,No,5.848469,14,0,0,Yes,One year,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Electronic Check,61.24602,210.127,Evening,2022,6783
T811107,100c5cb2-7d6a-4f28-986e-fe20f5704f8d,57724fc9171584a7e6ff7af43dfe497c,Point Baker,OR,Ogemaw,3084,44.56975,-96.69075,1307,Urban,Fashion designer,4,33,7947.46,Married,Male,No,12.79332,10,3,1,No,Two Year,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Bank Transfer(automatic),59.29365,104.9781,Evening,2021,6132
W571989,007cfb08-cd26-4bcd-9eaa-5d47cf0add56,0648775104750b49e35e950465ed1aff,Point Baker,TX,Fort Bend,11229,28.94734,-100.5923,83615,Urban,Homeopath,4,48,13154.05,Divorced,Female,Yes,13.8576,14,1,0,Yes,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Credit Card (automatic),64.08432,169.9447,Evening,2022,6387
X280758,07a0547a-e435-485a-aaba-2e82dd8c3a14,71887cd9827d1697ae31fe444f35dd3d,Point Baker,TX,Prince of Wales-Hyder,76071,44.59856,-68.91904,4508,Suburban,Food technologist,0,62,41031.65,Separated,Female,Yes,10.84131,9,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Credit Card (automatic),60.04495,230.1051,Morning,2022,6482
V922935,3b9fbc47-515f-4ee7-afab-0cd1ce98fdd9,748dcd71ef83cc558d56e8bb6e385f66,West Branch,CA,Prince of Wales-Hyder,98270,36.77912,-93.11433,50972,Urban,Radiation protection practitioner,5,29,37830.82,Divorced,Female,Yes,10.93146,8,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Electronic Check,58.54344,242.6435,Evening,2022,6422
E563177,7cf8fd15-c4a7-4c31-a26a-f77dc6208e79,5a2c711864d3fbd67be335e42b4fafab,Yamhill,CA,Yamhill,24161,35.85921,-78.82712,484,Urban,Optometrist,1,20,50416.27,Separated,Female,No,13.60982,13,1,1,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,Yes,Bank Transfer(automatic),63.11931,147.4893,Evening,2022,6501
U859942,cf923f17-74f6-4d8e-954d-80b2c6510b5e,11e738e8a48d6aed370f0151b57cc5be,West Branch,MI,Fort Bend,13492,40.36894,-74.00421,11268,Rural,Banker,3,41,13549.81,Widowed,Male,Yes,8.477589,12,2,0,No,Month-to-month,No,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,No,Credit Card (automatic),55.71809,184.961,Afternoon,2021,6710
H44900,d2fa8264-f2e2-4af5-b422-b68b6eecef88,1f952069b61750f88431cbb3ddf8ac17,Yamhill,MI,Yamhill,8063,39.88326,-76.7119,3072,Urban,Barrister,3,49,12938.03,Married,Male,No,14.0461,10,3,1,Yes,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),59.31818,139.983,Evening,2022,6903
W469499,052ffabb-b6ee-4dda-b850-540e740ba0ff,dfd13a6102cc601cdb0835b2505ee0ea,Yamhill,MI,Yamhill,2809,32.99129,-105.8915,22258,Suburban,Advertising account executive,10,32,84409.23,Never Married,Female,No,6.279415,12,1,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,Credit Card (automatic),64.19903,105.011,Morning,2022,6408
K45184,483c930d-1350-4c26-88e7-23127373762f,93e90606769387021cdeaf92b4eb5fd8,Needville,TX,Fort Bend,6373,32.77183,-92.36288,325,Suburban,"Research officer, trade union",0,71,40647.66,Widowed,Female,No,11.06254,16,1,1,Yes,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),63.50859,152.4798,Morning,2022,6875
O928783,0cdb0d16-1ce8-4ae5-942f-a29e9dce5505,462405cdc96977c083a814135518db25,Yamhill,MI,Ogemaw,98267,44.98779,-123.2065,346,Suburban,Textile designer,3,65,34869.71,Widowed,Female,Yes,10.62745,13,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,No,Credit Card (automatic),66.09752,144.9607,Morning,2022,6349
Q424071,df85d2ba-c783-4350-9d4a-d79f439187da,d17a9070b937996b91a02b06e48e7119,Yamhill,AK,Fort Bend,66735,31.33328,-87.2006,513,Urban,Lawyer,0,36,15625.8,Never Married,Female,Yes,4.923851,9,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Credit Card (automatic),58.17786,159.9942,Evening,2022,6469
M85777,ce69f391-3f38-43f0-9602-cec92b388aa4,b0840dfeaff3c292a786c5862f97410d,Needville,AK,Prince of Wales-Hyder,29662,38.95976,-87.09107,15696,Urban,Quarry manager,10,19,41237.45,Widowed,Male,No,9.762623,17,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,No,Electronic Check,61.74103,149.9621,Evening,2022,6900
B340121,9535f6f8-8f97-46d6-b87a-f1977cb029ff,c4088840fad97a5cd9606c2a7320182f,West Branch,TX,Fort Bend,62550,27.97958,-82.77982,2778,Rural,Media planner,0,63,54739.98,Separated,Female,No,11.59205,9,1,0,No,Two Year,Yes,No,DSL,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Mailed Check,58.9945,140.0013,Afternoon,2022,6956
F876097,0926f839-55e6-4803-9722-b70e2d13dbe5,ea3c9ba6a1ae0f0fd147e9ed9eae471b,Point Baker,OR,Yamhill,98647,40.96329,-81.68998,261,Urban,Academic librarian,1,73,20194.78,Divorced,Male,Yes,12.02191,11,0,0,Yes,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),61.76369,182.49,Evening,2022,6773
B250093,b4763f7e-8254-45b1-bd1a-02523eb293f1,eca49d06a7ed62627a44e4f88395d1a8,Del Mar,MI,San Diego,61361,44.95325,-74.32488,1117,Urban,Passenger transport manager,1,81,16886.52,Married,Female,No,5.876435,14,2,1,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,64.57131,214.9525,Evening,2021,6010
V438879,b32344f1-2c14-4da1-8581-5f1fce4efea9,42ebca4fe2ccf0f827b63ef23302e218,Yamhill,CA,Prince of Wales-Hyder,43723,33.62333,-96.43179,5185,Suburban,Geographical information systems officer,0,82,18679.11,Never Married,Male,Yes,6.584119,12,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Credit Card (automatic),63.96033,162.4689,Morning,2022,6981
D683409,48445ffc-14f9-4bb6-be86-8d5dcc721954,96f7cdc9e5bb0460e920192dba421263,West Branch,MI,San Diego,99510,41.02127,-74.33188,949,Urban,Dealer,6,26,31716.91,Divorced,Male,Yes,4.068396,12,3,0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Bank Transfer(automatic),54.73234,174.9768,Evening,2022,6724
T786944,c9aca8cf-e3c6-44cb-bd6a-f9fa59860b40,056cef841e2efc39247c3fb6212dcade,Point Baker,TX,Ogemaw,83436,33.6425,-117.8417,488,Urban,Contractor,2,81,61722.44,Married,Female,Yes,17.40257,13,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),61.48957,230.1051,Evening,2021,6322
T508881,1340fd6b-bd15-45fc-a173-7ee8185c65cd,791c09d1aa9fbaadafd116ade82667b2,West Branch,CA,Yamhill,10005,33.90187,-117.9173,8831,Suburban,Herbalist,3,58,22507.15,Separated,Male,No,12.16368,12,2,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,Credit Card (automatic),61.73668,155.0084,Morning,2021,6950
H797612,05967d93-169c-4a39-8d19-bef23a87151d,2de5081c53ee0becf8fcc0ba98716308,Del Mar,AK,Fort Bend,13313,46.80184,-120.6751,484,Rural,Herbalist,3,30,19863.77,Widowed,Female,No,5.715477,16,0,1,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),65.06381,137.4872,Afternoon,2022,6089
U103667,0d9c7636-6ad0-4102-9b9b-370bfaaca1bc,87e2a39bc9021709f44ed705bd7a891a,West Branch,MI,Prince of Wales-Hyder,54119,41.03938,-85.73048,782,Suburban,Bonds trader,1,44,56378.17,Divorced,Female,No,14.81596,10,2,3,Yes,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),56.40613,200.1185,Morning,2021,6320
Q597296,1bf64ca5-98ec-4617-97c3-5e4e5c97a958,bfa4bdecf1adee4dcb6f31670a156724,Yamhill,TX,Fort Bend,22845,32.92201,-95.57201,9,Rural,Physiotherapist,6,70,35738.78,Widowed,Male,Yes,10.39931,13,0,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Electronic Check,60.92178,114.9509,Afternoon,2021,6326
